file,emotion,char_count,word_count,unique_words,avg_word_len,punct_count,question_count,exclamation_count,sentence_count,avg_sent_len,cleaned_word_count
Ses01F_impro02_M004.wav,sad,17,4,4,3.5,1,1,0,1,4.0,4
Ses01F_impro02_M005.wav,sad,96,21,16,3.619,9,0,0,3,7.0,25
Ses01F_impro02_M006.wav,sad,57,11,9,4.273,6,0,0,2,5.5,13
Ses01F_impro02_M007.wav,angry,21,5,5,3.4,1,0,0,1,5.0,5
Ses01F_impro02_M008.wav,frustrated,14,3,3,4.0,4,0,0,1,3.0,3
Ses01F_impro02_M009.wav,sad,38,10,10,2.9,2,0,0,1,10.0,11
Ses01F_impro02_M010.wav,sad,24,6,6,3.167,2,1,0,1,6.0,6
Ses01F_impro02_M011.wav,sad,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro02_M012.wav,neutral,55,10,10,4.6,2,1,0,1,10.0,11
Ses01F_impro02_M013.wav,sad,53,12,12,3.5,3,0,0,1,12.0,14
Ses01F_impro02_M014.wav,sad,31,7,7,3.571,2,0,0,1,7.0,8
Ses01F_impro02_M015.wav,neutral,13,3,3,3.667,2,0,0,1,3.0,4
Ses01F_impro02_M016.wav,frustrated,19,4,4,4.0,2,0,0,1,4.0,5
Ses01F_impro03_F000.wav,happy,43,8,8,4.5,4,0,0,2,4.0,8
Ses01F_impro03_F001.wav,happy,17,4,4,3.5,0,0,0,1,4.0,4
Ses01F_impro03_F002.wav,happy,27,6,6,3.667,2,0,0,1,6.0,6
Ses01F_impro03_F003.wav,happy,6,1,1,6.0,1,0,1,1,1.0,1
Ses01F_impro03_F004.wav,happy,30,6,6,4.167,3,0,0,2,3.0,6
Ses01F_impro03_F005.wav,happy,28,6,6,3.833,1,0,0,1,6.0,6
Ses01F_impro03_F006.wav,happy,93,20,18,3.7,1,0,0,1,20.0,20
Ses01F_impro03_F007.wav,happy,41,8,8,4.25,5,0,0,2,4.0,9
Ses01F_impro03_F008.wav,happy,56,10,10,4.7,5,0,0,1,10.0,11
Ses01F_impro03_F009.wav,happy,40,7,7,4.857,2,0,0,1,7.0,8
Ses01F_impro03_F010.wav,happy,37,7,7,4.429,3,0,0,1,7.0,8
Ses01F_impro03_F011.wav,happy,38,8,8,3.875,2,0,0,1,8.0,9
Ses01F_impro03_F012.wav,happy,35,7,7,4.143,4,0,0,3,2.333,7
Ses01F_impro03_F013.wav,happy,38,7,7,4.571,2,0,0,1,7.0,8
Ses01F_impro03_F014.wav,happy,103,20,17,4.2,7,1,0,5,4.0,22
Ses01F_impro03_F015.wav,happy,30,6,6,4.167,4,0,0,2,3.0,7
Ses01F_impro03_F016.wav,happy,32,7,7,3.714,2,0,0,1,7.0,7
Ses01F_impro03_F017.wav,neutral,13,3,3,3.667,2,0,0,1,3.0,3
Ses01F_impro03_F018.wav,neutral,55,9,8,5.222,5,2,0,4,2.25,10
Ses01F_impro03_F019.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro03_F020.wav,happy,22,5,5,3.6,2,0,0,2,2.5,5
Ses01F_impro03_F021.wav,happy,95,17,17,4.647,5,0,0,5,3.4,18
Ses01F_impro03_F022.wav,neutral,19,4,2,4.0,2,0,0,2,2.0,4
Ses01F_impro03_F023.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro03_F024.wav,happy,52,9,9,4.889,5,0,0,3,3.0,11
Ses01F_impro03_F025.wav,happy,31,4,4,7.0,2,0,0,1,4.0,4
Ses01F_impro03_F026.wav,happy,48,11,11,3.455,1,0,0,1,11.0,11
Ses01F_impro03_M000.wav,neutral,25,5,4,4.2,4,2,0,2,2.5,7
Ses01F_impro03_M001.wav,neutral,32,6,6,4.5,3,0,0,2,3.0,6
Ses01F_impro03_M003.wav,happy,16,3,3,4.667,2,1,0,1,3.0,4
Ses01F_impro03_M004.wav,happy,22,5,5,3.6,1,1,0,1,5.0,5
Ses01F_impro03_M005.wav,happy,28,5,5,4.8,2,1,0,1,5.0,5
Ses01F_impro03_M006.wav,neutral,32,7,7,3.714,3,0,0,1,7.0,7
Ses01F_impro03_M007.wav,happy,21,3,3,6.333,2,0,0,1,3.0,4
Ses01F_impro03_M008.wav,neutral,36,7,7,4.286,3,0,0,3,2.333,8
Ses01F_impro03_M009.wav,neutral,74,13,13,4.769,2,1,0,1,13.0,14
Ses01F_impro03_M010.wav,happy,40,7,7,4.857,4,1,0,3,2.333,8
Ses01F_impro03_M011.wav,neutral,77,17,15,3.588,4,1,0,2,8.5,18
Ses01F_impro03_M012.wav,happy,79,16,12,4.0,3,2,0,2,8.0,16
Ses01F_impro03_M013.wav,happy,35,7,7,4.143,1,1,0,1,7.0,7
Ses01F_impro03_M014.wav,happy,38,7,7,4.571,4,1,0,2,3.5,8
Ses01F_impro03_M015.wav,happy,13,3,3,3.667,1,0,0,1,3.0,3
Ses01F_impro03_M016.wav,neutral,32,8,8,3.125,1,1,0,1,8.0,8
Ses01F_impro03_M019.wav,neutral,70,15,15,3.733,3,0,0,2,7.5,16
Ses01F_impro03_M020.wav,neutral,89,17,15,4.294,3,0,0,1,17.0,17
Ses01F_impro03_M021.wav,neutral,72,14,14,4.214,8,0,0,2,7.0,17
Ses01F_impro03_M022.wav,happy,8,1,1,8.0,1,0,0,1,1.0,1
Ses01F_impro03_M023.wav,happy,11,2,2,5.0,1,0,0,1,2.0,2
Ses01F_impro03_M024.wav,neutral,19,3,3,5.667,2,0,0,1,3.0,4
Ses01F_impro04_F000.wav,neutral,35,5,5,6.2,3,1,0,2,2.5,5
Ses01F_impro04_F001.wav,neutral,77,14,13,4.571,4,0,0,1,14.0,17
Ses01F_impro04_F002.wav,frustrated,169,33,27,4.152,10,0,0,3,11.0,35
Ses01F_impro04_F003.wav,frustrated,19,5,5,3.0,1,1,0,1,5.0,5
Ses01F_impro04_F004.wav,frustrated,24,4,4,5.25,4,1,0,2,2.0,5
Ses01F_impro04_F005.wav,neutral,10,2,2,4.5,3,0,0,1,2.0,2
Ses01F_impro04_F006.wav,neutral,58,12,11,3.917,3,1,0,3,4.0,12
Ses01F_impro04_F007.wav,frustrated,37,8,8,3.75,2,0,0,1,8.0,8
Ses01F_impro04_F008.wav,frustrated,10,3,3,2.667,1,1,0,1,3.0,3
Ses01F_impro04_F009.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro04_F010.wav,neutral,86,18,17,3.833,4,2,0,3,6.0,19
Ses01F_impro04_F011.wav,frustrated,9,2,2,4.0,1,1,0,1,2.0,4
Ses01F_impro04_F012.wav,frustrated,3,1,1,3.0,1,0,0,1,1.0,1
Ses01F_impro04_F013.wav,neutral,66,16,13,3.188,4,0,0,1,16.0,17
Ses01F_impro04_F014.wav,neutral,27,6,6,3.667,2,0,0,1,6.0,7
Ses01F_impro04_F015.wav,frustrated,79,15,13,4.333,4,0,0,2,7.5,17
Ses01F_impro04_F016.wav,frustrated,62,13,11,3.846,5,0,0,2,6.5,16
Ses01F_impro04_F017.wav,frustrated,27,6,6,3.667,3,1,0,2,3.0,7
Ses01F_impro04_F018.wav,frustrated,99,18,14,4.556,8,1,0,2,9.0,20
Ses01F_impro04_F019.wav,frustrated,132,26,25,4.115,12,0,0,1,26.0,29
Ses01F_impro04_F020.wav,angry,111,18,17,5.222,4,0,0,1,18.0,21
Ses01F_impro04_F021.wav,frustrated,31,4,2,7.0,4,0,0,2,2.0,6
Ses01F_impro04_F022.wav,frustrated,7,1,1,7.0,1,0,0,1,1.0,1
Ses01F_impro04_F023.wav,frustrated,73,16,15,3.625,4,1,0,2,8.0,18
Ses01F_impro04_F024.wav,frustrated,36,7,7,4.286,3,0,0,1,7.0,8
Ses01F_impro04_F025.wav,frustrated,17,3,3,5.0,2,2,0,2,1.5,3
Ses01F_impro04_F026.wav,frustrated,35,5,5,6.2,3,0,0,2,2.5,6
Ses01F_impro04_F027.wav,frustrated,30,3,3,9.333,3,0,0,2,1.5,4
Ses01F_impro04_F028.wav,angry,19,3,3,5.667,2,0,0,1,3.0,4
Ses01F_impro04_F029.wav,angry,25,6,5,3.333,1,1,0,1,6.0,6
Ses01F_impro04_F030.wav,angry,37,8,8,3.75,4,0,0,2,4.0,8
Ses01F_impro04_F031.wav,angry,71,13,12,4.538,5,0,0,2,6.5,15
Ses01F_impro04_F032.wav,angry,60,13,12,3.692,4,1,0,3,4.333,14
Ses01F_impro04_F033.wav,angry,75,15,13,4.067,3,0,0,2,7.5,15
Ses01F_impro04_M000.wav,neutral,26,4,4,5.75,1,1,0,1,4.0,4
Ses01F_impro04_M001.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro04_M002.wav,neutral,34,6,6,4.833,3,0,0,1,6.0,7
Ses01F_impro04_M003.wav,neutral,7,1,1,7.0,2,0,0,1,1.0,2
Ses01F_impro04_M004.wav,neutral,89,20,17,3.5,3,0,0,1,20.0,21
Ses01F_impro04_M005.wav,neutral,34,7,6,4.0,2,0,0,1,7.0,8
Ses01F_impro04_M006.wav,neutral,49,10,8,4.0,5,0,0,2,5.0,12
Ses01F_impro04_M007.wav,neutral,8,2,2,3.5,1,1,0,1,2.0,2
Ses01F_impro04_M008.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro04_M009.wav,neutral,79,17,13,3.706,4,1,0,2,8.5,18
Ses01F_impro04_M010.wav,neutral,4,1,1,4.0,1,0,0,1,1.0,1
Ses01F_impro04_M011.wav,neutral,53,11,10,3.909,4,0,0,1,11.0,12
Ses01F_impro04_M012.wav,neutral,27,6,6,3.667,2,1,0,2,3.0,6
Ses01F_impro04_M013.wav,neutral,40,8,8,4.125,2,0,0,1,8.0,9
Ses01F_impro04_M014.wav,neutral,122,25,24,3.92,3,0,0,1,25.0,27
Ses01F_impro04_M015.wav,neutral,146,30,25,3.9,2,0,0,1,30.0,32
Ses01F_impro04_M016.wav,neutral,39,8,8,4.0,2,0,0,1,8.0,8
Ses01F_impro04_M017.wav,neutral,56,12,12,3.75,4,0,0,2,6.0,13
Ses01F_impro04_M018.wav,neutral,66,13,13,4.154,11,0,0,4,3.25,16
Ses01F_impro04_M019.wav,neutral,26,5,5,4.4,3,0,0,1,5.0,6
Ses01F_impro04_M020.wav,neutral,22,4,4,4.75,2,0,0,1,4.0,4
Ses01F_impro04_M021.wav,neutral,188,37,25,4.108,10,0,0,2,18.5,39
Ses01F_impro04_M022.wav,neutral,16,4,4,3.25,1,0,0,1,4.0,4
Ses01F_impro04_M023.wav,neutral,46,9,9,4.222,2,0,0,1,9.0,9
Ses01F_impro04_M024.wav,neutral,18,4,4,3.75,2,0,0,1,4.0,5
Ses01F_impro04_M025.wav,neutral,36,8,8,3.625,2,0,0,1,8.0,8
Ses01F_impro04_M026.wav,neutral,33,5,5,5.8,2,0,0,1,5.0,5
Ses01F_impro04_M027.wav,neutral,28,7,7,3.143,2,0,0,1,7.0,7
Ses01F_impro04_M028.wav,neutral,17,2,2,8.0,2,0,0,1,2.0,3
Ses01F_impro04_M029.wav,frustrated,86,16,13,4.438,7,0,0,1,16.0,17
Ses01F_impro04_M030.wav,frustrated,48,11,10,3.455,2,0,0,1,11.0,12
Ses01F_impro04_M031.wav,neutral,20,4,4,4.25,5,0,0,1,4.0,6
Ses01F_impro04_M032.wav,neutral,29,7,5,3.286,6,0,0,1,7.0,9
Ses01F_impro04_M033.wav,frustrated,9,2,2,4.0,2,1,0,2,1.0,2
Ses01F_impro04_M034.wav,frustrated,26,5,5,4.4,6,1,0,2,2.5,6
Ses01F_impro04_M035.wav,frustrated,73,16,14,3.625,3,1,0,2,8.0,17
Ses01F_impro04_M036.wav,frustrated,8,2,2,3.5,1,1,0,1,2.0,2
Ses01F_impro05_F000.wav,frustrated,3,1,1,3.0,1,0,0,1,1.0,1
Ses01F_impro05_F001.wav,frustrated,43,9,9,3.889,3,0,0,1,9.0,10
Ses01F_impro05_F002.wav,frustrated,14,4,4,2.75,1,0,0,1,4.0,4
Ses01F_impro05_F003.wav,frustrated,66,13,12,4.154,3,0,0,2,6.5,14
Ses01F_impro05_F004.wav,frustrated,145,29,24,4.034,5,0,0,3,9.667,30
Ses01F_impro05_F005.wav,frustrated,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro05_F006.wav,angry,6,2,2,2.5,2,0,0,1,2.0,2
Ses01F_impro05_F007.wav,frustrated,4,1,1,4.0,1,0,0,1,1.0,1
Ses01F_impro05_F008.wav,angry,11,2,2,5.0,1,0,0,1,2.0,2
Ses01F_impro05_F009.wav,angry,83,17,15,3.941,3,2,0,2,8.5,17
Ses01F_impro05_F010.wav,angry,58,11,11,4.364,2,1,0,2,5.5,11
Ses01F_impro05_F011.wav,angry,15,4,4,3.0,1,1,0,1,4.0,4
Ses01F_impro05_F012.wav,angry,87,14,14,5.286,7,4,0,4,3.5,15
Ses01F_impro05_F013.wav,angry,49,11,11,3.545,3,1,0,1,11.0,13
Ses01F_impro05_F014.wav,angry,34,7,7,4.0,3,0,0,2,3.5,8
Ses01F_impro05_F015.wav,angry,231,42,34,4.524,9,4,0,6,7.0,43
Ses01F_impro05_F016.wav,angry,74,14,14,4.357,5,0,0,3,4.667,16
Ses01F_impro05_F017.wav,angry,134,23,23,4.87,4,0,0,2,11.5,25
Ses01F_impro05_F018.wav,angry,36,7,7,4.286,1,1,0,1,7.0,7
Ses01F_impro05_F019.wav,angry,52,10,10,4.3,4,0,0,1,10.0,11
Ses01F_impro05_F020.wav,angry,44,9,9,4.0,5,2,0,2,4.5,11
Ses01F_impro05_F021.wav,angry,60,12,10,4.083,2,0,0,2,6.0,12
Ses01F_impro05_F022.wav,angry,48,8,7,5.125,4,2,0,2,4.0,10
Ses01F_impro05_F023.wav,angry,28,5,5,4.8,1,0,0,1,5.0,5
Ses01F_impro05_F024.wav,angry,13,2,2,6.0,2,1,0,2,1.0,2
Ses01F_impro05_F025.wav,angry,38,8,6,3.875,3,0,0,2,4.0,9
Ses01F_impro05_F026.wav,angry,17,3,3,5.0,2,1,0,1,3.0,4
Ses01F_impro05_F027.wav,angry,70,14,14,4.071,4,1,0,3,4.667,14
Ses01F_impro05_F028.wav,angry,19,4,4,4.0,3,0,0,1,4.0,5
Ses01F_impro05_F029.wav,angry,87,17,15,4.176,4,0,0,1,17.0,20
Ses01F_impro05_F030.wav,angry,42,8,7,4.375,3,0,0,2,4.0,9
Ses01F_impro05_M000.wav,neutral,23,4,4,5.0,2,0,0,1,4.0,4
Ses01F_impro05_M001.wav,happy,21,5,5,3.4,2,1,0,2,2.5,5
Ses01F_impro05_M002.wav,happy,7,1,1,7.0,2,0,0,1,1.0,2
Ses01F_impro05_M003.wav,neutral,17,2,2,8.0,2,0,0,2,1.0,2
Ses01F_impro05_M004.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro05_M005.wav,neutral,91,16,16,4.75,9,1,0,4,4.0,20
Ses01F_impro05_M006.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro05_M007.wav,neutral,62,13,13,3.846,5,2,0,4,3.25,13
Ses01F_impro05_M008.wav,neutral,7,1,1,7.0,2,0,0,1,1.0,2
Ses01F_impro05_M009.wav,neutral,71,14,12,4.143,6,1,0,2,7.0,15
Ses01F_impro05_M010.wav,neutral,85,20,13,3.3,2,0,0,1,20.0,22
Ses01F_impro05_M011.wav,neutral,254,47,41,4.426,13,0,0,6,7.833,51
Ses01F_impro05_M012.wav,neutral,58,11,11,4.364,2,1,0,2,5.5,11
Ses01F_impro05_M013.wav,neutral,15,4,4,3.0,1,1,0,1,4.0,4
Ses01F_impro05_M014.wav,neutral,7,2,2,3.0,2,0,0,1,2.0,2
Ses01F_impro05_M015.wav,neutral,21,5,4,3.4,3,0,0,1,5.0,5
Ses01F_impro05_M016.wav,neutral,119,23,22,4.217,12,0,0,4,5.75,27
Ses01F_impro05_M017.wav,neutral,105,20,18,4.3,5,0,0,1,20.0,22
Ses01F_impro05_M018.wav,frustrated,29,5,5,5.0,3,0,0,1,5.0,6
Ses01F_impro05_M019.wav,neutral,25,6,6,3.333,1,0,0,1,6.0,6
Ses01F_impro05_M020.wav,neutral,7,2,2,3.0,1,0,0,1,2.0,2
Ses01F_impro05_M021.wav,frustrated,167,33,32,4.091,8,0,0,4,8.25,37
Ses01F_impro05_M022.wav,neutral,38,6,6,5.5,1,0,0,1,6.0,6
Ses01F_impro05_M023.wav,neutral,100,18,18,4.611,5,0,0,2,9.0,19
Ses01F_impro05_M024.wav,neutral,131,26,23,4.077,11,0,0,3,8.667,29
Ses01F_impro05_M025.wav,neutral,22,4,4,4.75,2,0,0,1,4.0,5
Ses01F_impro05_M026.wav,neutral,129,22,21,4.909,3,0,0,2,11.0,22
Ses01F_impro05_M027.wav,neutral,36,7,7,4.286,3,1,0,1,7.0,8
Ses01F_impro05_M028.wav,neutral,57,10,9,4.8,7,1,0,4,2.5,12
Ses01F_impro05_M029.wav,neutral,103,22,17,3.727,4,0,0,3,7.333,22
Ses01F_impro05_M030.wav,neutral,68,15,15,3.6,5,0,0,2,7.5,16
Ses01F_impro05_M031.wav,neutral,33,7,7,3.857,4,0,0,2,3.5,7
Ses01F_impro05_M034.wav,neutral,102,21,16,3.905,7,1,0,3,7.0,22
Ses01F_impro05_M035.wav,neutral,111,23,20,3.87,4,0,0,2,11.5,23
Ses01F_impro06_F000.wav,sad,10,2,2,4.5,2,0,0,1,2.0,3
Ses01F_impro06_F001.wav,frustrated,11,3,2,3.0,3,0,0,1,3.0,3
Ses01F_impro06_F002.wav,sad,3,1,1,3.0,1,0,0,1,1.0,1
Ses01F_impro06_F003.wav,neutral,13,2,2,6.0,2,0,0,1,2.0,3
Ses01F_impro06_F004.wav,neutral,10,2,2,4.5,1,0,0,1,2.0,2
Ses01F_impro06_F005.wav,sad,46,11,11,3.273,1,0,0,1,11.0,11
Ses01F_impro06_F006.wav,sad,165,33,27,4.03,9,0,0,2,16.5,35
Ses01F_impro06_F007.wav,sad,117,22,20,4.364,5,0,0,3,7.333,22
Ses01F_impro06_F008.wav,sad,150,33,25,3.576,0,0,0,1,33.0,33
Ses01F_impro06_F009.wav,neutral,79,18,14,3.444,0,0,0,1,18.0,18
Ses01F_impro06_F010.wav,sad,61,12,12,4.167,5,0,0,2,6.0,13
Ses01F_impro06_F011.wav,sad,217,47,32,3.638,20,0,0,2,23.5,50
Ses01F_impro06_F012.wav,sad,100,20,15,4.05,8,0,0,4,5.0,24
Ses01F_impro06_F013.wav,sad,13,3,3,3.667,2,0,0,1,3.0,4
Ses01F_impro06_F014.wav,sad,18,3,3,5.333,2,1,0,1,3.0,4
Ses01F_impro06_F015.wav,sad,15,3,3,4.333,1,0,0,1,3.0,3
Ses01F_impro06_F016.wav,neutral,95,18,16,4.333,5,0,0,3,6.0,18
Ses01F_impro06_F017.wav,sad,9,2,2,4.0,2,0,0,1,2.0,3
Ses01F_impro06_F018.wav,neutral,77,15,14,4.2,6,0,0,2,7.5,17
Ses01F_impro06_F019.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro06_F020.wav,sad,174,39,29,3.487,2,0,0,1,39.0,41
Ses01F_impro06_F021.wav,sad,168,34,28,3.971,9,0,0,2,17.0,37
Ses01F_impro06_F022.wav,sad,54,10,10,4.5,1,0,0,1,10.0,10
Ses01F_impro06_F023.wav,sad,9,2,2,4.0,2,0,0,1,2.0,2
Ses01F_impro06_F024.wav,sad,69,13,12,4.385,1,0,0,1,13.0,14
Ses01F_impro06_F025.wav,sad,325,66,46,3.939,19,0,0,1,66.0,68
Ses01F_impro06_F026.wav,sad,82,15,15,4.533,7,0,0,3,5.0,16
Ses01F_impro06_F027.wav,neutral,38,6,6,5.5,4,0,0,2,3.0,8
Ses01F_impro06_F028.wav,sad,418,84,59,3.988,2,0,0,1,84.0,86
Ses01F_impro06_M000.wav,sad,14,3,3,4.0,2,0,0,1,3.0,4
Ses01F_impro06_M001.wav,neutral,81,18,16,3.556,2,2,0,2,9.0,18
Ses01F_impro06_M002.wav,neutral,17,3,3,5.0,1,0,0,1,3.0,3
Ses01F_impro06_M003.wav,sad,106,23,21,3.652,3,0,0,1,23.0,24
Ses01F_impro06_M004.wav,neutral,35,7,7,4.143,3,0,0,1,7.0,8
Ses01F_impro06_M005.wav,neutral,37,8,4,3.75,4,0,0,2,4.0,8
Ses01F_impro06_M006.wav,neutral,7,1,1,7.0,2,0,0,1,1.0,2
Ses01F_impro06_M007.wav,sad,5,1,1,5.0,1,0,0,1,1.0,1
Ses01F_impro06_M008.wav,neutral,28,6,6,3.833,1,1,0,1,6.0,6
Ses01F_impro06_M009.wav,neutral,7,1,1,7.0,2,0,0,1,1.0,2
Ses01F_impro06_M010.wav,neutral,11,2,2,5.0,2,1,0,1,2.0,2
Ses01F_impro06_M011.wav,neutral,47,8,7,5.0,1,1,0,1,8.0,8
Ses01F_impro06_M012.wav,neutral,21,5,5,3.4,1,1,0,1,5.0,5
Ses01F_impro06_M013.wav,neutral,52,10,8,4.3,4,1,0,1,10.0,11
Ses01F_impro06_M014.wav,neutral,22,4,4,4.75,3,0,0,2,2.0,5
Ses01F_impro06_M015.wav,neutral,4,1,1,4.0,1,0,0,1,1.0,1
Ses01F_impro06_M016.wav,neutral,29,7,7,3.286,1,1,0,1,7.0,7
Ses01F_impro06_M017.wav,sad,1220,222,2,4.5,222,0,0,111,2.0,333
Ses01F_impro07_F000.wav,happy,59,11,11,4.455,8,0,0,4,2.75,14
Ses01F_impro07_F001.wav,happy,61,15,13,3.133,0,0,0,1,15.0,15
Ses01F_impro07_F002.wav,happy,219,43,35,4.116,17,0,0,6,7.167,47
Ses01F_impro07_F003.wav,happy,31,8,3,3.0,4,0,0,1,8.0,8
Ses01F_impro07_F004.wav,happy,57,13,11,3.462,3,0,0,2,6.5,14
Ses01F_impro07_F005.wav,happy,32,7,7,3.714,2,0,2,2,3.5,7
Ses01F_impro07_F006.wav,happy,106,18,16,4.944,7,2,0,4,4.5,19
Ses01F_impro07_F007.wav,happy,144,32,25,3.531,10,0,0,5,6.4,33
Ses01F_impro07_F008.wav,happy,70,11,10,5.455,5,0,0,2,5.5,13
Ses01F_impro07_F009.wav,happy,19,4,4,4.0,3,0,0,1,4.0,5
Ses01F_impro07_F010.wav,happy,21,4,4,4.5,4,0,0,2,2.0,5
Ses01F_impro07_F011.wav,happy,32,7,7,3.714,3,0,0,1,7.0,8
Ses01F_impro07_F012.wav,happy,52,11,11,3.818,4,0,1,3,3.667,12
Ses01F_impro07_F013.wav,happy,124,23,17,4.435,11,0,0,4,5.75,25
Ses01F_impro07_F014.wav,happy,79,14,13,4.714,1,0,0,1,14.0,15
Ses01F_impro07_F015.wav,happy,14,2,2,6.5,2,0,0,1,2.0,2
Ses01F_impro07_F016.wav,happy,146,28,24,4.25,13,0,0,6,4.667,31
