orig_idx,file,emotion,label_id,split,group_id,session_id
121,Ses01F_impro04_F001.wav,neutral,2,train,Ses01F,Ses01
122,Ses01F_impro04_F002.wav,frustrated,4,train,Ses01F,Ses01
123,Ses01F_impro04_F003.wav,frustrated,4,train,Ses01F,Ses01
124,Ses01F_impro04_F004.wav,frustrated,4,train,Ses01F,Ses01
125,Ses01F_impro04_F005.wav,neutral,2,train,Ses01F,Ses01
126,Ses01F_impro04_F006.wav,neutral,2,train,Ses01F,Ses01
127,Ses01F_impro04_F007.wav,frustrated,4,train,Ses01F,Ses01
128,Ses01F_impro04_F008.wav,frustrated,4,train,Ses01F,Ses01
129,Ses01F_impro04_F009.wav,neutral,2,train,Ses01F,Ses01
130,Ses01F_impro04_F010.wav,neutral,2,train,Ses01F,Ses01
131,Ses01F_impro04_F011.wav,frustrated,4,train,Ses01F,Ses01
132,Ses01F_impro04_F012.wav,frustrated,4,train,Ses01F,Ses01
133,Ses01F_impro04_F013.wav,neutral,2,train,Ses01F,Ses01
134,Ses01F_impro04_F014.wav,neutral,2,train,Ses01F,Ses01
135,Ses01F_impro04_F015.wav,frustrated,4,train,Ses01F,Ses01
136,Ses01F_impro04_F016.wav,frustrated,4,train,Ses01F,Ses01
137,Ses01F_impro04_F017.wav,frustrated,4,train,Ses01F,Ses01
138,Ses01F_impro04_F018.wav,frustrated,4,train,Ses01F,Ses01
139,Ses01F_impro04_F019.wav,frustrated,4,train,Ses01F,Ses01
140,Ses01F_impro04_F020.wav,angry,0,train,Ses01F,Ses01
141,Ses01F_impro04_F021.wav,frustrated,4,train,Ses01F,Ses01
142,Ses01F_impro04_F022.wav,frustrated,4,train,Ses01F,Ses01
143,Ses01F_impro04_F023.wav,frustrated,4,train,Ses01F,Ses01
144,Ses01F_impro04_F024.wav,frustrated,4,train,Ses01F,Ses01
145,Ses01F_impro04_F025.wav,frustrated,4,train,Ses01F,Ses01
146,Ses01F_impro04_F026.wav,frustrated,4,train,Ses01F,Ses01
147,Ses01F_impro04_F027.wav,frustrated,4,train,Ses01F,Ses01
148,Ses01F_impro04_F028.wav,angry,0,train,Ses01F,Ses01
149,Ses01F_impro04_F029.wav,angry,0,train,Ses01F,Ses01
150,Ses01F_impro04_F030.wav,angry,0,train,Ses01F,Ses01
151,Ses01F_impro04_F031.wav,angry,0,train,Ses01F,Ses01
152,Ses01F_impro04_F032.wav,angry,0,train,Ses01F,Ses01
153,Ses01F_impro04_F033.wav,angry,0,train,Ses01F,Ses01
154,Ses01F_impro04_M000.wav,neutral,2,train,Ses01F,Ses01
155,Ses01F_impro04_M001.wav,neutral,2,train,Ses01F,Ses01
156,Ses01F_impro04_M002.wav,neutral,2,train,Ses01F,Ses01
157,Ses01F_impro04_M003.wav,neutral,2,train,Ses01F,Ses01
158,Ses01F_impro04_M004.wav,neutral,2,train,Ses01F,Ses01
159,Ses01F_impro04_M005.wav,neutral,2,train,Ses01F,Ses01
160,Ses01F_impro04_M006.wav,neutral,2,train,Ses01F,Ses01
161,Ses01F_impro04_M007.wav,neutral,2,train,Ses01F,Ses01
162,Ses01F_impro04_M008.wav,neutral,2,train,Ses01F,Ses01
163,Ses01F_impro04_M009.wav,neutral,2,train,Ses01F,Ses01
164,Ses01F_impro04_M010.wav,neutral,2,train,Ses01F,Ses01
165,Ses01F_impro04_M011.wav,neutral,2,train,Ses01F,Ses01
166,Ses01F_impro04_M012.wav,neutral,2,train,Ses01F,Ses01
167,Ses01F_impro04_M013.wav,neutral,2,train,Ses01F,Ses01
168,Ses01F_impro04_M014.wav,neutral,2,train,Ses01F,Ses01
169,Ses01F_impro04_M015.wav,neutral,2,train,Ses01F,Ses01
170,Ses01F_impro04_M016.wav,neutral,2,train,Ses01F,Ses01
171,Ses01F_impro04_M017.wav,neutral,2,train,Ses01F,Ses01
172,Ses01F_impro04_M018.wav,neutral,2,train,Ses01F,Ses01
173,Ses01F_impro04_M019.wav,neutral,2,train,Ses01F,Ses01
174,Ses01F_impro04_M020.wav,neutral,2,train,Ses01F,Ses01
175,Ses01F_impro04_M021.wav,neutral,2,train,Ses01F,Ses01
176,Ses01F_impro04_M022.wav,neutral,2,train,Ses01F,Ses01
177,Ses01F_impro04_M023.wav,neutral,2,train,Ses01F,Ses01
178,Ses01F_impro04_M024.wav,neutral,2,train,Ses01F,Ses01
179,Ses01F_impro04_M025.wav,neutral,2,train,Ses01F,Ses01
180,Ses01F_impro04_M026.wav,neutral,2,train,Ses01F,Ses01
181,Ses01F_impro04_M027.wav,neutral,2,train,Ses01F,Ses01
182,Ses01F_impro04_M028.wav,neutral,2,train,Ses01F,Ses01
183,Ses01F_impro04_M029.wav,frustrated,4,train,Ses01F,Ses01
184,Ses01F_impro04_M030.wav,frustrated,4,train,Ses01F,Ses01
185,Ses01F_impro04_M031.wav,neutral,2,train,Ses01F,Ses01
186,Ses01F_impro04_M032.wav,neutral,2,train,Ses01F,Ses01
187,Ses01F_impro04_M033.wav,frustrated,4,train,Ses01F,Ses01
188,Ses01F_impro04_M034.wav,frustrated,4,train,Ses01F,Ses01
189,Ses01F_impro04_M035.wav,frustrated,4,train,Ses01F,Ses01
190,Ses01F_impro04_M036.wav,frustrated,4,train,Ses01F,Ses01
191,Ses01F_impro05_F000.wav,frustrated,4,train,Ses01F,Ses01
192,Ses01F_impro05_F001.wav,frustrated,4,train,Ses01F,Ses01
193,Ses01F_impro05_F002.wav,frustrated,4,train,Ses01F,Ses01
194,Ses01F_impro05_F003.wav,frustrated,4,train,Ses01F,Ses01
195,Ses01F_impro05_F004.wav,frustrated,4,train,Ses01F,Ses01
196,Ses01F_impro05_F005.wav,frustrated,4,train,Ses01F,Ses01
197,Ses01F_impro05_F006.wav,angry,0,train,Ses01F,Ses01
198,Ses01F_impro05_F007.wav,frustrated,4,train,Ses01F,Ses01
199,Ses01F_impro05_F008.wav,angry,0,train,Ses01F,Ses01
200,Ses01F_impro05_F009.wav,angry,0,train,Ses01F,Ses01
201,Ses01F_impro05_F010.wav,angry,0,train,Ses01F,Ses01
202,Ses01F_impro05_F011.wav,angry,0,train,Ses01F,Ses01
203,Ses01F_impro05_F012.wav,angry,0,train,Ses01F,Ses01
204,Ses01F_impro05_F013.wav,angry,0,train,Ses01F,Ses01
205,Ses01F_impro05_F014.wav,angry,0,train,Ses01F,Ses01
206,Ses01F_impro05_F015.wav,angry,0,train,Ses01F,Ses01
207,Ses01F_impro05_F016.wav,angry,0,train,Ses01F,Ses01
208,Ses01F_impro05_F017.wav,angry,0,train,Ses01F,Ses01
209,Ses01F_impro05_F018.wav,angry,0,train,Ses01F,Ses01
210,Ses01F_impro05_F019.wav,angry,0,train,Ses01F,Ses01
211,Ses01F_impro05_F020.wav,angry,0,train,Ses01F,Ses01
212,Ses01F_impro05_F021.wav,angry,0,train,Ses01F,Ses01
213,Ses01F_impro05_F022.wav,angry,0,train,Ses01F,Ses01
214,Ses01F_impro05_F023.wav,angry,0,train,Ses01F,Ses01
215,Ses01F_impro05_F024.wav,angry,0,train,Ses01F,Ses01
216,Ses01F_impro05_F025.wav,angry,0,train,Ses01F,Ses01
217,Ses01F_impro05_F026.wav,angry,0,train,Ses01F,Ses01
218,Ses01F_impro05_F027.wav,angry,0,train,Ses01F,Ses01
219,Ses01F_impro05_F028.wav,angry,0,train,Ses01F,Ses01
220,Ses01F_impro05_F029.wav,angry,0,train,Ses01F,Ses01
221,Ses01F_impro05_F030.wav,angry,0,train,Ses01F,Ses01
222,Ses01F_impro05_M000.wav,neutral,2,train,Ses01F,Ses01
223,Ses01F_impro05_M001.wav,happy,1,train,Ses01F,Ses01
224,Ses01F_impro05_M002.wav,happy,1,train,Ses01F,Ses01
225,Ses01F_impro05_M003.wav,neutral,2,train,Ses01F,Ses01
226,Ses01F_impro05_M004.wav,neutral,2,train,Ses01F,Ses01
227,Ses01F_impro05_M005.wav,neutral,2,train,Ses01F,Ses01
228,Ses01F_impro05_M006.wav,neutral,2,train,Ses01F,Ses01
229,Ses01F_impro05_M007.wav,neutral,2,train,Ses01F,Ses01
230,Ses01F_impro05_M008.wav,neutral,2,train,Ses01F,Ses01
231,Ses01F_impro05_M009.wav,neutral,2,train,Ses01F,Ses01
232,Ses01F_impro05_M010.wav,neutral,2,train,Ses01F,Ses01
233,Ses01F_impro05_M011.wav,neutral,2,train,Ses01F,Ses01
234,Ses01F_impro05_M012.wav,neutral,2,train,Ses01F,Ses01
235,Ses01F_impro05_M013.wav,neutral,2,train,Ses01F,Ses01
236,Ses01F_impro05_M014.wav,neutral,2,train,Ses01F,Ses01
237,Ses01F_impro05_M015.wav,neutral,2,train,Ses01F,Ses01
238,Ses01F_impro05_M016.wav,neutral,2,train,Ses01F,Ses01
239,Ses01F_impro05_M017.wav,neutral,2,train,Ses01F,Ses01
240,Ses01F_impro05_M018.wav,frustrated,4,train,Ses01F,Ses01
241,Ses01F_impro05_M019.wav,neutral,2,train,Ses01F,Ses01
242,Ses01F_impro05_M020.wav,neutral,2,train,Ses01F,Ses01
243,Ses01F_impro05_M021.wav,frustrated,4,train,Ses01F,Ses01
244,Ses01F_impro05_M022.wav,neutral,2,train,Ses01F,Ses01
245,Ses01F_impro05_M023.wav,neutral,2,train,Ses01F,Ses01
246,Ses01F_impro05_M024.wav,neutral,2,train,Ses01F,Ses01
247,Ses01F_impro05_M025.wav,neutral,2,train,Ses01F,Ses01
248,Ses01F_impro05_M026.wav,neutral,2,train,Ses01F,Ses01
249,Ses01F_impro05_M027.wav,neutral,2,train,Ses01F,Ses01
250,Ses01F_impro05_M028.wav,neutral,2,train,Ses01F,Ses01
251,Ses01F_impro05_M029.wav,neutral,2,train,Ses01F,Ses01
252,Ses01F_impro05_M030.wav,neutral,2,train,Ses01F,Ses01
253,Ses01F_impro05_M031.wav,neutral,2,train,Ses01F,Ses01
256,Ses01F_impro05_M034.wav,neutral,2,train,Ses01F,Ses01
257,Ses01F_impro05_M035.wav,neutral,2,train,Ses01F,Ses01
258,Ses01F_impro06_F000.wav,sad,3,train,Ses01F,Ses01
259,Ses01F_impro06_F001.wav,frustrated,4,train,Ses01F,Ses01
260,Ses01F_impro06_F002.wav,sad,3,train,Ses01F,Ses01
261,Ses01F_impro06_F003.wav,neutral,2,train,Ses01F,Ses01
262,Ses01F_impro06_F004.wav,neutral,2,train,Ses01F,Ses01
263,Ses01F_impro06_F005.wav,sad,3,train,Ses01F,Ses01
264,Ses01F_impro06_F006.wav,sad,3,train,Ses01F,Ses01
265,Ses01F_impro06_F007.wav,sad,3,train,Ses01F,Ses01
266,Ses01F_impro06_F008.wav,sad,3,train,Ses01F,Ses01
267,Ses01F_impro06_F009.wav,neutral,2,train,Ses01F,Ses01
268,Ses01F_impro06_F010.wav,sad,3,train,Ses01F,Ses01
269,Ses01F_impro06_F011.wav,sad,3,train,Ses01F,Ses01
270,Ses01F_impro06_F012.wav,sad,3,train,Ses01F,Ses01
271,Ses01F_impro06_F013.wav,sad,3,train,Ses01F,Ses01
272,Ses01F_impro06_F014.wav,sad,3,train,Ses01F,Ses01
273,Ses01F_impro06_F015.wav,sad,3,train,Ses01F,Ses01
274,Ses01F_impro06_F016.wav,neutral,2,train,Ses01F,Ses01
275,Ses01F_impro06_F017.wav,sad,3,train,Ses01F,Ses01
276,Ses01F_impro06_F018.wav,neutral,2,train,Ses01F,Ses01
277,Ses01F_impro06_F019.wav,neutral,2,train,Ses01F,Ses01
278,Ses01F_impro06_F020.wav,sad,3,train,Ses01F,Ses01
279,Ses01F_impro06_F021.wav,sad,3,train,Ses01F,Ses01
280,Ses01F_impro06_F022.wav,sad,3,train,Ses01F,Ses01
281,Ses01F_impro06_F023.wav,sad,3,train,Ses01F,Ses01
282,Ses01F_impro06_F024.wav,sad,3,train,Ses01F,Ses01
283,Ses01F_impro06_F025.wav,sad,3,train,Ses01F,Ses01
284,Ses01F_impro06_F026.wav,sad,3,train,Ses01F,Ses01
285,Ses01F_impro06_F027.wav,neutral,2,train,Ses01F,Ses01
286,Ses01F_impro06_F028.wav,sad,3,train,Ses01F,Ses01
287,Ses01F_impro06_M000.wav,sad,3,train,Ses01F,Ses01
288,Ses01F_impro06_M001.wav,neutral,2,train,Ses01F,Ses01
289,Ses01F_impro06_M002.wav,neutral,2,train,Ses01F,Ses01
290,Ses01F_impro06_M003.wav,sad,3,train,Ses01F,Ses01
291,Ses01F_impro06_M004.wav,neutral,2,train,Ses01F,Ses01
292,Ses01F_impro06_M005.wav,neutral,2,train,Ses01F,Ses01
293,Ses01F_impro06_M006.wav,neutral,2,train,Ses01F,Ses01
294,Ses01F_impro06_M007.wav,sad,3,train,Ses01F,Ses01
295,Ses01F_impro06_M008.wav,neutral,2,train,Ses01F,Ses01
296,Ses01F_impro06_M009.wav,neutral,2,train,Ses01F,Ses01
297,Ses01F_impro06_M010.wav,neutral,2,train,Ses01F,Ses01
298,Ses01F_impro06_M011.wav,neutral,2,train,Ses01F,Ses01
299,Ses01F_impro06_M012.wav,neutral,2,train,Ses01F,Ses01
300,Ses01F_impro06_M013.wav,neutral,2,train,Ses01F,Ses01
301,Ses01F_impro06_M014.wav,neutral,2,train,Ses01F,Ses01
302,Ses01F_impro06_M015.wav,neutral,2,train,Ses01F,Ses01
303,Ses01F_impro06_M016.wav,neutral,2,train,Ses01F,Ses01
304,Ses01F_impro06_M017.wav,sad,3,train,Ses01F,Ses01
305,Ses01F_impro07_F000.wav,happy,1,train,Ses01F,Ses01
306,Ses01F_impro07_F001.wav,happy,1,train,Ses01F,Ses01
307,Ses01F_impro07_F002.wav,happy,1,train,Ses01F,Ses01
308,Ses01F_impro07_F003.wav,happy,1,train,Ses01F,Ses01
309,Ses01F_impro07_F004.wav,happy,1,train,Ses01F,Ses01
310,Ses01F_impro07_F005.wav,happy,1,train,Ses01F,Ses01
311,Ses01F_impro07_F006.wav,happy,1,train,Ses01F,Ses01
312,Ses01F_impro07_F007.wav,happy,1,train,Ses01F,Ses01
313,Ses01F_impro07_F008.wav,happy,1,train,Ses01F,Ses01
314,Ses01F_impro07_F009.wav,happy,1,train,Ses01F,Ses01
315,Ses01F_impro07_F010.wav,happy,1,train,Ses01F,Ses01
316,Ses01F_impro07_F011.wav,happy,1,train,Ses01F,Ses01
317,Ses01F_impro07_F012.wav,happy,1,train,Ses01F,Ses01
318,Ses01F_impro07_F013.wav,happy,1,train,Ses01F,Ses01
319,Ses01F_impro07_F014.wav,happy,1,train,Ses01F,Ses01
320,Ses01F_impro07_F015.wav,happy,1,train,Ses01F,Ses01
321,Ses01F_impro07_F016.wav,happy,1,train,Ses01F,Ses01
322,Ses01F_impro07_M000.wav,happy,1,train,Ses01F,Ses01
323,Ses01F_impro07_M001.wav,happy,1,train,Ses01F,Ses01
324,Ses01F_impro07_M002.wav,happy,1,train,Ses01F,Ses01
325,Ses01F_impro07_M003.wav,happy,1,train,Ses01F,Ses01
326,Ses01F_impro07_M004.wav,happy,1,train,Ses01F,Ses01
327,Ses01F_impro07_M005.wav,happy,1,train,Ses01F,Ses01
328,Ses01F_impro07_M006.wav,happy,1,train,Ses01F,Ses01
329,Ses01F_impro07_M007.wav,happy,1,train,Ses01F,Ses01
330,Ses01F_impro07_M008.wav,happy,1,train,Ses01F,Ses01
331,Ses01F_impro07_M009.wav,happy,1,train,Ses01F,Ses01
332,Ses01F_impro07_M010.wav,happy,1,train,Ses01F,Ses01
333,Ses01F_impro07_M011.wav,happy,1,train,Ses01F,Ses01
334,Ses01F_impro07_M012.wav,neutral,2,train,Ses01F,Ses01
335,Ses01F_impro07_M013.wav,neutral,2,train,Ses01F,Ses01
336,Ses01F_impro07_M014.wav,happy,1,train,Ses01F,Ses01
337,Ses01F_impro07_M015.wav,happy,1,train,Ses01F,Ses01
338,Ses01F_impro07_M016.wav,happy,1,train,Ses01F,Ses01
339,Ses01F_impro07_M017.wav,happy,1,train,Ses01F,Ses01
340,Ses01F_impro07_M018.wav,neutral,2,train,Ses01F,Ses01
341,Ses01F_impro07_M019.wav,happy,1,train,Ses01F,Ses01
342,Ses01F_script01_1_F000.wav,frustrated,4,train,Ses01F,Ses01
346,Ses01F_script01_1_F004.wav,frustrated,4,train,Ses01F,Ses01
347,Ses01F_script01_1_F005.wav,neutral,2,train,Ses01F,Ses01
348,Ses01F_script01_1_F006.wav,frustrated,4,train,Ses01F,Ses01
349,Ses01F_script01_1_F007.wav,angry,0,train,Ses01F,Ses01
350,Ses01F_script01_1_F008.wav,frustrated,4,train,Ses01F,Ses01
351,Ses01F_script01_1_F009.wav,frustrated,4,train,Ses01F,Ses01
352,Ses01F_script01_1_F010.wav,frustrated,4,train,Ses01F,Ses01
353,Ses01F_script01_1_F011.wav,frustrated,4,train,Ses01F,Ses01
354,Ses01F_script01_1_F012.wav,frustrated,4,train,Ses01F,Ses01
355,Ses01F_script01_1_F013.wav,angry,0,train,Ses01F,Ses01
356,Ses01F_script01_1_F014.wav,frustrated,4,train,Ses01F,Ses01
357,Ses01F_script01_1_F015.wav,neutral,2,train,Ses01F,Ses01
358,Ses01F_script01_1_F016.wav,angry,0,train,Ses01F,Ses01
359,Ses01F_script01_1_F017.wav,angry,0,train,Ses01F,Ses01
360,Ses01F_script01_1_F018.wav,angry,0,train,Ses01F,Ses01
361,Ses01F_script01_1_F019.wav,angry,0,train,Ses01F,Ses01
362,Ses01F_script01_1_F020.wav,frustrated,4,train,Ses01F,Ses01
363,Ses01F_script01_1_F021.wav,frustrated,4,train,Ses01F,Ses01
364,Ses01F_script01_1_F022.wav,frustrated,4,train,Ses01F,Ses01
365,Ses01F_script01_1_F023.wav,frustrated,4,train,Ses01F,Ses01
366,Ses01F_script01_1_F024.wav,frustrated,4,train,Ses01F,Ses01
367,Ses01F_script01_1_F025.wav,frustrated,4,train,Ses01F,Ses01
368,Ses01F_script01_1_F026.wav,frustrated,4,train,Ses01F,Ses01
369,Ses01F_script01_1_F027.wav,frustrated,4,train,Ses01F,Ses01
370,Ses01F_script01_1_F028.wav,frustrated,4,train,Ses01F,Ses01
371,Ses01F_script01_1_F029.wav,frustrated,4,train,Ses01F,Ses01
372,Ses01F_script01_1_F030.wav,frustrated,4,train,Ses01F,Ses01
373,Ses01F_script01_1_F031.wav,frustrated,4,train,Ses01F,Ses01
374,Ses01F_script01_1_F032.wav,frustrated,4,train,Ses01F,Ses01
375,Ses01F_script01_1_F033.wav,frustrated,4,train,Ses01F,Ses01
376,Ses01F_script01_1_F034.wav,neutral,2,train,Ses01F,Ses01
377,Ses01F_script01_1_F035.wav,angry,0,train,Ses01F,Ses01
379,Ses01F_script01_1_F037.wav,angry,0,train,Ses01F,Ses01
380,Ses01F_script01_1_F038.wav,angry,0,train,Ses01F,Ses01
381,Ses01F_script01_1_F039.wav,frustrated,4,train,Ses01F,Ses01
382,Ses01F_script01_1_F040.wav,frustrated,4,train,Ses01F,Ses01
383,Ses01F_script01_1_F041.wav,angry,0,train,Ses01F,Ses01
384,Ses01F_script01_1_F042.wav,angry,0,train,Ses01F,Ses01
385,Ses01F_script01_1_F043.wav,frustrated,4,train,Ses01F,Ses01
386,Ses01F_script01_1_F044.wav,frustrated,4,train,Ses01F,Ses01
