orig_idx,file,emotion,label_id,split
8634,Ses05F_script01_2_M013.wav,frustrated,4,train
9818,Ses05M_script02_2_F017.wav,sad,3,train
4070,Ses03F_script01_1_F030.wav,neutral,2,train
4806,Ses03M_impro04_F002.wav,frustrated,4,train
6448,Ses04F_script01_2_F021.wav,frustrated,4,train
2990,Ses02M_impro06_M019.wav,sad,3,train
3369,Ses02M_script02_1_M033.wav,happy,1,train
9662,Ses05M_script01_2_M004.wav,frustrated,4,train
5093,Ses03M_impro07_M010.wav,happy,1,train
9372,Ses05M_impro07_F046.wav,happy,1,train
1121,Ses01M_impro05_M004.wav,angry,0,train
4740,Ses03M_impro03_F020.wav,happy,1,train
2065,Ses02F_impro06_M013.wav,neutral,2,train
4541,Ses03F_script03_2_F042.wav,angry,0,train
5562,Ses03M_script02_2_M007.wav,frustrated,4,train
5649,Ses03M_script03_1_M015.wav,happy,1,train
1389,Ses01M_script01_2_M009.wav,frustrated,4,train
2874,Ses02M_impro04_M005.wav,frustrated,4,train
884,Ses01M_impro01_F023.wav,frustrated,4,train
6398,Ses04F_script01_1_M017.wav,neutral,2,train
9690,Ses05M_script01_3_F015.wav,happy,1,train
1844,Ses02F_impro01_M001.wav,neutral,2,train
623,Ses01F_script02_2_F013.wav,frustrated,4,train
8011,Ses05F_impro03_F012.wav,happy,1,train
3921,Ses03F_impro07_F010.wav,happy,1,train
2000,Ses02F_impro05_F008.wav,angry,0,train
3269,Ses02M_script01_3_F023.wav,frustrated,4,train
9955,Ses05M_script03_2_F007.wav,frustrated,4,train
443,Ses01F_script01_2_F012.wav,angry,0,train
2818,Ses02M_impro03_F028.wav,happy,1,train
8069,Ses05F_impro03_M009.wav,happy,1,train
5449,Ses03M_script02_1_F012.wav,frustrated,4,train
3073,Ses02M_impro08_F015.wav,frustrated,4,train
5735,Ses03M_script03_2_M016.wav,frustrated,4,train
6993,Ses04M_impro03_F007.wav,happy,1,train
7328,Ses04M_impro08_F027.wav,neutral,2,train
9206,Ses05M_impro04_F038.wav,frustrated,4,train
9741,Ses05M_script01_3_M038.wav,frustrated,4,train
4119,Ses03F_script01_1_M025.wav,angry,0,train
4350,Ses03F_script02_2_F011.wav,sad,3,train
1883,Ses02F_impro02_M001.wav,frustrated,4,train
8314,Ses05F_impro05_M048.wav,neutral,2,train
624,Ses01F_script02_2_F014.wav,frustrated,4,train
2871,Ses02M_impro04_M002.wav,frustrated,4,train
6630,Ses04F_script02_2_F017.wav,frustrated,4,train
9339,Ses05M_impro07_F013.wav,happy,1,train
9265,Ses05M_impro05_F016.wav,neutral,2,train
6899,Ses04M_impro01_M006.wav,frustrated,4,train
3692,Ses03F_impro02_F038.wav,sad,3,train
2177,Ses02F_impro08_M003.wav,neutral,2,train
3377,Ses02M_script02_1_M041.wav,happy,1,train
9250,Ses05M_impro05_F001.wav,neutral,2,train
8132,Ses05F_impro04_F003.wav,frustrated,4,train
7713,Ses04M_script03_1_F019.wav,happy,1,train
8278,Ses05F_impro05_M012.wav,neutral,2,train
3310,Ses02M_script01_3_M035.wav,sad,3,train
8325,Ses05F_impro06_F005.wav,sad,3,train
4330,Ses03F_script02_1_M036.wav,happy,1,train
2772,Ses02M_impro02_M001.wav,sad,3,train
620,Ses01F_script02_2_F010.wav,angry,0,train
7485,Ses04M_script01_2_M014.wav,frustrated,4,train
9744,Ses05M_script01_3_M041.wav,happy,1,train
3389,Ses02M_script02_2_F008.wav,frustrated,4,train
4404,Ses03F_script02_2_M012.wav,frustrated,4,train
9579,Ses05M_script01_1b_F020.wav,frustrated,4,train
1833,Ses02F_impro01_F014.wav,frustrated,4,train
4335,Ses03F_script02_1_M041.wav,happy,1,train
9330,Ses05M_impro07_F004.wav,happy,1,train
1904,Ses02F_impro03_F009.wav,happy,1,train
7352,Ses04M_impro08_M020.wav,neutral,2,train
2352,Ses02F_script01_3_M000.wav,happy,1,train
9681,Ses05M_script01_3_F006.wav,neutral,2,train
8514,Ses05F_impro08_M027.wav,neutral,2,train
6937,Ses04M_impro02_F019.wav,frustrated,4,train
7114,Ses04M_impro05_F027.wav,frustrated,4,train
9713,Ses05M_script01_3_M010.wav,happy,1,train
9632,Ses05M_script01_1b_M034.wav,frustrated,4,train
7983,Ses05F_impro02_M026.wav,sad,3,train
6901,Ses04M_impro01_M008.wav,frustrated,4,train
5612,Ses03M_script03_1_F010.wav,happy,1,train
6390,Ses04F_script01_1_M009.wav,angry,0,train
7055,Ses04M_impro04_F011.wav,neutral,2,train
44,Ses01F_impro02_F014.wav,sad,3,train
9657,Ses05M_script01_2_F017.wav,angry,0,train
6568,Ses04F_script02_1_F021.wav,angry,0,train
6590,Ses04F_script02_1_M020.wav,frustrated,4,train
3549,Ses02M_script03_2_F010.wav,frustrated,4,train
2148,Ses02F_impro08_F002.wav,neutral,2,train
3773,Ses03F_impro03_M018.wav,happy,1,train
8777,Ses05F_script02_2_F015.wav,happy,1,train
1663,Ses01M_script03_1_F015.wav,happy,1,train
9801,Ses05M_script02_2_F000.wav,neutral,2,train
4029,Ses03F_impro08_M016.wav,frustrated,4,train
5840,Ses04F_impro02_M000.wav,sad,3,train
9491,Ses05M_script01_1_F012.wav,frustrated,4,train
7999,Ses05F_impro03_F000.wav,happy,1,train
8226,Ses05F_impro05_F006.wav,neutral,2,train
9393,Ses05M_impro07_M020.wav,happy,1,train
6546,Ses04F_script01_3_M047.wav,happy,1,train
7632,Ses04M_script02_2_F019.wav,sad,3,train
9524,Ses05M_script01_1_M006.wav,frustrated,4,train
3900,Ses03F_impro06_M006.wav,sad,3,train
1576,Ses01M_script02_2_F031.wav,angry,0,train
8174,Ses05F_impro04_F045.wav,neutral,2,train
4733,Ses03M_impro03_F013.wav,happy,1,train
447,Ses01F_script01_2_M001.wav,neutral,2,train
6042,Ses04F_impro05_F002.wav,frustrated,4,train
950,Ses01M_impro02_M002.wav,sad,3,train
808,Ses01F_script03_2_F029.wav,angry,0,train
5484,Ses03M_script02_1_M024.wav,happy,1,train
4248,Ses03F_script01_3_M023.wav,happy,1,train
5977,Ses04F_impro04_F006.wav,angry,0,train
1394,Ses01M_script01_2_M014.wav,frustrated,4,train
8748,Ses05F_script02_1_M021.wav,happy,1,train
4605,Ses03M_impro01_F017.wav,frustrated,4,train
5006,Ses03M_impro06_F001.wav,sad,3,train
4260,Ses03F_script01_3_M035.wav,sad,3,train
9649,Ses05M_script01_2_F009.wav,sad,3,train
1100,Ses01M_impro05_F021.wav,neutral,2,train
6145,Ses04F_impro07_F034.wav,happy,1,train
4104,Ses03F_script01_1_M010.wav,frustrated,4,train
1599,Ses01M_script02_2_M006.wav,frustrated,4,train
918,Ses01M_impro01_M026.wav,frustrated,4,train
1110,Ses01M_impro05_F031.wav,neutral,2,train
4161,Ses03F_script01_2_F013.wav,angry,0,train
4718,Ses03M_impro02_M036.wav,frustrated,4,train
34,Ses01F_impro02_F004.wav,sad,3,train
4910,Ses03M_impro05a_M002.wav,angry,0,train
5502,Ses03M_script02_1_M042.wav,happy,1,train
7516,Ses04M_script01_3_F025.wav,happy,1,train
8326,Ses05F_impro06_F006.wav,sad,3,train
10027,Ses05M_script03_2_M034.wav,angry,0,train
858,Ses01F_script03_2_M038.wav,angry,0,train
6127,Ses04F_impro07_F016.wav,happy,1,train
4821,Ses03M_impro04_F017.wav,frustrated,4,train
6267,Ses04F_impro07_M076.wav,neutral,2,train
3091,Ses02M_impro08_M002.wav,neutral,2,train
246,Ses01F_impro05_M024.wav,neutral,2,train
7343,Ses04M_impro08_M011.wav,neutral,2,train
1346,Ses01M_script01_1_M024.wav,sad,3,train
6365,Ses04F_script01_1_F029.wav,angry,0,train
5334,Ses03M_script01_2_F017.wav,sad,3,train
759,Ses01F_script03_1_M019.wav,happy,1,train
4911,Ses03M_impro05a_M003.wav,angry,0,train
245,Ses01F_impro05_M023.wav,neutral,2,train
2281,Ses02F_script01_1_M042.wav,frustrated,4,train
8560,Ses05F_script01_1_F040.wav,frustrated,4,train
2943,Ses02M_impro05_M020.wav,frustrated,4,train
915,Ses01M_impro01_M023.wav,frustrated,4,train
4618,Ses03M_impro01_M004.wav,angry,0,train
211,Ses01F_impro05_F020.wav,angry,0,train
6190,Ses04F_impro07_F079.wav,happy,1,train
6288,Ses04F_impro08_F010.wav,frustrated,4,train
198,Ses01F_impro05_F007.wav,frustrated,4,train
6235,Ses04F_impro07_M044.wav,neutral,2,train
7065,Ses04M_impro04_M002.wav,frustrated,4,train
4412,Ses03F_script02_2_M020.wav,frustrated,4,train
5494,Ses03M_script02_1_M034.wav,happy,1,train
7281,Ses04M_impro07_M024.wav,happy,1,train
2133,Ses02F_impro07_M023.wav,happy,1,train
2884,Ses02M_impro04_M015.wav,frustrated,4,train
566,Ses01F_script02_1_M001.wav,neutral,2,train
3296,Ses02M_script01_3_M021.wav,sad,3,train
8700,Ses05F_script01_3_M034.wav,sad,3,train
676,Ses01F_script02_2_M018.wav,happy,1,train
2801,Ses02M_impro03_F011.wav,happy,1,train
1797,Ses01M_script03_2_M022.wav,angry,0,train
9531,Ses05M_script01_1_M013.wav,angry,0,train
9152,Ses05M_impro03_M018.wav,happy,1,train
230,Ses01F_impro05_M008.wav,neutral,2,train
5544,Ses03M_script02_2_F039.wav,sad,3,train
3295,Ses02M_script01_3_M020.wav,sad,3,train
1037,Ses01M_impro04_F010.wav,neutral,2,train
9722,Ses05M_script01_3_M019.wav,sad,3,train
234,Ses01F_impro05_M012.wav,neutral,2,train
7989,Ses05F_impro02_M032.wav,sad,3,train
2717,Ses02M_impro01_F009.wav,frustrated,4,train
692,Ses01F_script02_2_M034.wav,angry,0,train
9222,Ses05M_impro04_M015.wav,frustrated,4,train
4705,Ses03M_impro02_M023.wav,frustrated,4,train
8349,Ses05F_impro06_F029.wav,sad,3,train
1521,Ses01M_script02_1_M023.wav,neutral,2,train
621,Ses01F_script02_2_F011.wav,angry,0,train
2932,Ses02M_impro05_M009.wav,frustrated,4,train
3493,Ses02M_script03_1_F018.wav,happy,1,train
7137,Ses04M_impro05_M007.wav,frustrated,4,train
8737,Ses05F_script02_1_M010.wav,happy,1,train
8116,Ses05F_impro03_M056.wav,happy,1,train
5408,Ses03M_script01_3_M018.wav,happy,1,train
9286,Ses05M_impro05_M015.wav,frustrated,4,train
1390,Ses01M_script01_2_M010.wav,frustrated,4,train
9590,Ses05M_script01_1b_F031.wav,angry,0,train
5697,Ses03M_script03_2_F024.wav,angry,0,train
5807,Ses04F_impro01_M018.wav,frustrated,4,train
7389,Ses04M_script01_1_F028.wav,neutral,2,train
2852,Ses02M_impro04_F001.wav,neutral,2,train
5114,Ses03M_impro08a_F004.wav,neutral,2,train
1647,Ses01M_script02_2_M054.wav,neutral,2,train
4581,Ses03F_script03_2_M038.wav,angry,0,train
2242,Ses02F_script01_1_M003.wav,frustrated,4,train
693,Ses01F_script02_2_M035.wav,frustrated,4,train
3256,Ses02M_script01_3_F010.wav,happy,1,train
4788,Ses03M_impro03_M025.wav,happy,1,train
9351,Ses05M_impro07_F025.wav,neutral,2,train
5986,Ses04F_impro04_F015.wav,angry,0,train
4585,Ses03F_script03_2_M042.wav,angry,0,train
5231,Ses03M_script01_1_F009.wav,frustrated,4,train
7340,Ses04M_impro08_M008.wav,neutral,2,train
2418,Ses02F_script02_1_M006.wav,happy,1,train
746,Ses01F_script03_1_M006.wav,happy,1,train
450,Ses01F_script01_2_M004.wav,neutral,2,train
3405,Ses02M_script02_2_F024.wav,frustrated,4,train
5319,Ses03M_script01_2_F002.wav,frustrated,4,train
2376,Ses02F_script01_3_M024.wav,sad,3,train
6736,Ses04F_script03_1_F024.wav,happy,1,train
10003,Ses05M_script03_2_M010.wav,neutral,2,train
9150,Ses05M_impro03_M016.wav,happy,1,train
2028,Ses02F_impro05_M013.wav,neutral,2,train
5704,Ses03M_script03_2_F031.wav,angry,0,train
4327,Ses03F_script02_1_M033.wav,frustrated,4,train
2910,Ses02M_impro05_F018.wav,neutral,2,train
7586,Ses04M_script02_1_M007.wav,happy,1,train
9214,Ses05M_impro04_M007.wav,frustrated,4,train
1410,Ses01M_script01_3_F012.wav,neutral,2,train
5689,Ses03M_script03_2_F016.wav,neutral,2,train
586,Ses01F_script02_1_M021.wav,neutral,2,train
9337,Ses05M_impro07_F011.wav,happy,1,train
425,Ses01F_script01_1_M038.wav,frustrated,4,train
1076,Ses01M_impro04_M023.wav,angry,0,train
8804,Ses05F_script02_2_M003.wav,neutral,2,train
2029,Ses02F_impro05_M014.wav,neutral,2,train
3595,Ses02M_script03_2_M013.wav,frustrated,4,train
7532,Ses04M_script01_3_M013.wav,happy,1,train
8953,Ses05F_script03_2_M000.wav,frustrated,4,train
5786,Ses04F_impro01_F020.wav,frustrated,4,train
8008,Ses05F_impro03_F009.wav,happy,1,train
8628,Ses05F_script01_2_M007.wav,frustrated,4,train
6319,Ses04F_impro08_M015.wav,angry,0,train
1926,Ses02F_impro03_M000.wav,happy,1,train
9895,Ses05M_script03_1_F014.wav,happy,1,train
1044,Ses01M_impro04_F017.wav,neutral,2,train
2182,Ses02F_impro08_M008.wav,neutral,2,train
4003,Ses03F_impro08_F020.wav,neutral,2,train
5221,Ses03M_impro08b_M022.wav,neutral,2,train
9802,Ses05M_script02_2_F001.wav,neutral,2,train
3337,Ses02M_script02_1_M001.wav,happy,1,train
533,Ses01F_script01_3_M033.wav,sad,3,train
5222,Ses03M_script01_1_F000.wav,neutral,2,train
819,Ses01F_script03_2_F040.wav,angry,0,train
9076,Ses05M_impro02_M007.wav,sad,3,train
4889,Ses03M_impro05a_F010.wav,frustrated,4,train
3913,Ses03F_impro07_F002.wav,happy,1,train
3884,Ses03F_impro06_F026.wav,sad,3,train
8747,Ses05F_script02_1_M020.wav,happy,1,train
3259,Ses02M_script01_3_F013.wav,happy,1,train
7030,Ses04M_impro03_M018.wav,happy,1,train
4628,Ses03M_impro01_M014.wav,angry,0,train
9639,Ses05M_script01_1b_M041.wav,angry,0,train
8828,Ses05F_script02_2_M027.wav,frustrated,4,train
4255,Ses03F_script01_3_M030.wav,sad,3,train
2423,Ses02F_script02_1_M011.wav,frustrated,4,train
8169,Ses05F_impro04_F040.wav,neutral,2,train
559,Ses01F_script02_1_F020.wav,frustrated,4,train
8332,Ses05F_impro06_F012.wav,sad,3,train
5422,Ses03M_script01_3_M032.wav,sad,3,train
1232,Ses01M_impro07_F023.wav,happy,1,train
4199,Ses03F_script01_3_F010.wav,sad,3,train
9226,Ses05M_impro04_M019.wav,angry,0,train
6563,Ses04F_script02_1_F016.wav,angry,0,train
9433,Ses05M_impro08_F012.wav,neutral,2,train
5324,Ses03M_script01_2_F007.wav,frustrated,4,train
6484,Ses04F_script01_3_F016.wav,frustrated,4,train
8406,Ses05F_impro07_F030.wav,happy,1,train
5525,Ses03M_script02_2_F020.wav,sad,3,train
7430,Ses04M_script01_1_M025.wav,frustrated,4,train
6140,Ses04F_impro07_F029.wav,happy,1,train
3277,Ses02M_script01_3_M002.wav,happy,1,train
2255,Ses02F_script01_1_M016.wav,frustrated,4,train
6750,Ses04F_script03_1_M007.wav,happy,1,train
8644,Ses05F_script01_3_F005.wav,frustrated,4,train
1494,Ses01M_script02_1_F021.wav,angry,0,train
6505,Ses04F_script01_3_M006.wav,frustrated,4,train
121,Ses01F_impro04_F001.wav,neutral,2,train
2860,Ses02M_impro04_F009.wav,sad,3,train
7200,Ses04M_impro06_M004.wav,sad,3,train
3252,Ses02M_script01_3_F006.wav,frustrated,4,train
3501,Ses02M_script03_1_F026.wav,happy,1,train
1166,Ses01M_impro06_F017.wav,neutral,2,train
4956,Ses03M_impro05b_F017.wav,frustrated,4,train
9307,Ses05M_impro06_M002.wav,sad,3,train
7929,Ses05F_impro02_F011.wav,sad,3,train
5772,Ses04F_impro01_F006.wav,frustrated,4,train
1230,Ses01M_impro07_F021.wav,happy,1,train
6150,Ses04F_impro07_F039.wav,happy,1,train
577,Ses01F_script02_1_M012.wav,frustrated,4,train
5315,Ses03M_script01_1_M046.wav,sad,3,train
7415,Ses04M_script01_1_M010.wav,frustrated,4,train
451,Ses01F_script01_2_M005.wav,frustrated,4,train
629,Ses01F_script02_2_F019.wav,happy,1,train
5024,Ses03M_impro06_F019.wav,sad,3,train
7650,Ses04M_script02_2_F037.wav,frustrated,4,train
9664,Ses05M_script01_2_M006.wav,frustrated,4,train
1877,Ses02F_impro02_F009.wav,sad,3,train
3648,Ses03F_impro01_M006.wav,frustrated,4,train
203,Ses01F_impro05_F012.wav,angry,0,train
6550,Ses04F_script02_1_F003.wav,frustrated,4,train
8802,Ses05F_script02_2_M001.wav,frustrated,4,train
5583,Ses03M_script02_2_M028.wav,angry,0,train
2481,Ses02F_script02_2_F024.wav,sad,3,train
5830,Ses04F_impro02_F015.wav,frustrated,4,train
5681,Ses03M_script03_2_F008.wav,angry,0,train
7740,Ses04M_script03_1_M015.wav,frustrated,4,train
8505,Ses05F_impro08_M018.wav,neutral,2,train
6036,Ses04F_impro04_M031.wav,neutral,2,train
5685,Ses03M_script03_2_F012.wav,neutral,2,train
4098,Ses03F_script01_1_M004.wav,neutral,2,train
5041,Ses03M_impro06_M015.wav,sad,3,train
4593,Ses03M_impro01_F005.wav,frustrated,4,train
8723,Ses05F_script02_1_F016.wav,neutral,2,train
6924,Ses04M_impro02_F006.wav,frustrated,4,train
4742,Ses03M_impro03_F022.wav,happy,1,train
2715,Ses02M_impro01_F007.wav,frustrated,4,train
5659,Ses03M_script03_1_M025.wav,happy,1,train
7187,Ses04M_impro06_F011.wav,sad,3,train
5505,Ses03M_script02_2_F000.wav,angry,0,train
7998,Ses05F_impro02_M041.wav,sad,3,train
2883,Ses02M_impro04_M014.wav,sad,3,train
5427,Ses03M_script01_3_M037.wav,sad,3,train
9856,Ses05M_script02_2_M016.wav,neutral,2,train
9625,Ses05M_script01_1b_M027.wav,frustrated,4,train
8310,Ses05F_impro05_M044.wav,frustrated,4,train
5963,Ses04F_impro03_M043.wav,happy,1,train
9712,Ses05M_script01_3_M009.wav,happy,1,train
6021,Ses04F_impro04_M016.wav,neutral,2,train
614,Ses01F_script02_2_F004.wav,angry,0,train
180,Ses01F_impro04_M026.wav,neutral,2,train
4810,Ses03M_impro04_F006.wav,frustrated,4,train
312,Ses01F_impro07_F007.wav,happy,1,train
5145,Ses03M_impro08a_F035.wav,frustrated,4,train
241,Ses01F_impro05_M019.wav,neutral,2,train
1767,Ses01M_script03_2_F034.wav,angry,0,train
1699,Ses01M_script03_1_M009.wav,happy,1,train
6760,Ses04F_script03_1_M017.wav,neutral,2,train
6112,Ses04F_impro07_F001.wav,happy,1,train
8559,Ses05F_script01_1_F039.wav,sad,3,train
8141,Ses05F_impro04_F012.wav,frustrated,4,train
3960,Ses03F_impro07_M013.wav,happy,1,train
4728,Ses03M_impro03_F008.wav,happy,1,train
1687,Ses01M_script03_1_F039.wav,happy,1,train
3923,Ses03F_impro07_F012.wav,happy,1,train
2232,Ses02F_script01_1_F038.wav,angry,0,train
8617,Ses05F_script01_2_F014.wav,angry,0,train
1856,Ses02F_impro01_M013.wav,frustrated,4,train
1975,Ses02F_impro04_M004.wav,neutral,2,train
2846,Ses02M_impro03_M027.wav,happy,1,train
9623,Ses05M_script01_1b_M025.wav,frustrated,4,train
9099,Ses05M_impro02_M030.wav,happy,1,train
5932,Ses04F_impro03_M012.wav,happy,1,train
3362,Ses02M_script02_1_M026.wav,happy,1,train
9917,Ses05M_script03_1_M004.wav,happy,1,train
2438,Ses02F_script02_1_M026.wav,happy,1,train
4442,Ses03F_script03_1_F004.wav,frustrated,4,train
1592,Ses01M_script02_2_F047.wav,neutral,2,train
1030,Ses01M_impro04_F003.wav,neutral,2,train
6091,Ses04F_impro06_F006.wav,sad,3,train
9285,Ses05M_impro05_M014.wav,frustrated,4,train
265,Ses01F_impro06_F007.wav,sad,3,train
4393,Ses03F_script02_2_M001.wav,neutral,2,train
7627,Ses04M_script02_2_F014.wav,angry,0,train
8165,Ses05F_impro04_F036.wav,frustrated,4,train
2145,Ses02F_impro07_M035.wav,happy,1,train
7399,Ses04M_script01_1_F038.wav,angry,0,train
4578,Ses03F_script03_2_M035.wav,neutral,2,train
7307,Ses04M_impro08_F006.wav,frustrated,4,train
9906,Ses05M_script03_1_F025.wav,happy,1,train
2217,Ses02F_script01_1_F023.wav,frustrated,4,train
8299,Ses05F_impro05_M033.wav,neutral,2,train
8526,Ses05F_script01_1_F006.wav,sad,3,train
1282,Ses01M_script01_1_F004.wav,sad,3,train
9642,Ses05M_script01_2_F002.wav,neutral,2,train
9606,Ses05M_script01_1b_M008.wav,frustrated,4,train
7694,Ses04M_script03_1_F000.wav,frustrated,4,train
212,Ses01F_impro05_F021.wav,angry,0,train
4132,Ses03F_script01_1_M038.wav,frustrated,4,train
4840,Ses03M_impro04_M003.wav,frustrated,4,train
7555,Ses04M_script01_3_M036.wav,happy,1,train
1116,Ses01M_impro05_F037.wav,angry,0,train
6126,Ses04F_impro07_F015.wav,happy,1,train
3098,Ses02M_impro08_M009.wav,neutral,2,train
7991,Ses05F_impro02_M034.wav,sad,3,train
2104,Ses02F_impro07_F032.wav,happy,1,train
2749,Ses02M_impro01_M016.wav,frustrated,4,train
1819,Ses02F_impro01_F000.wav,neutral,2,train
4489,Ses03F_script03_1_M022.wav,happy,1,train
6704,Ses04F_script02_2_M043.wav,neutral,2,train
1725,Ses01M_script03_1_M035.wav,happy,1,train
3462,Ses02M_script02_2_M034.wav,frustrated,4,train
5284,Ses03M_script01_1_M015.wav,frustrated,4,train
2676,Ses02F_script03_2_M016.wav,happy,1,train
6839,Ses04F_script03_2_M014.wav,angry,0,train
2298,Ses02F_script01_2_F014.wav,frustrated,4,train
5229,Ses03M_script01_1_F007.wav,frustrated,4,train
6560,Ses04F_script02_1_F013.wav,angry,0,train
5337,Ses03M_script01_2_M000.wav,frustrated,4,train
3568,Ses02M_script03_2_F029.wav,frustrated,4,train
8139,Ses05F_impro04_F010.wav,frustrated,4,train
8420,Ses05F_impro07_M004.wav,happy,1,train
5424,Ses03M_script01_3_M034.wav,sad,3,train
8775,Ses05F_script02_2_F013.wav,sad,3,train
4341,Ses03F_script02_2_F002.wav,frustrated,4,train
5327,Ses03M_script01_2_F010.wav,sad,3,train
6224,Ses04F_impro07_M033.wav,neutral,2,train
119,Ses01F_impro03_M024.wav,neutral,2,train
2570,Ses02F_script03_1_F020.wav,happy,1,train
640,Ses01F_script02_2_F030.wav,frustrated,4,train
3834,Ses03F_impro05_F009.wav,angry,0,train
8212,Ses05F_impro04_M036.wav,neutral,2,train
8736,Ses05F_script02_1_M009.wav,happy,1,train
7820,Ses04M_script03_2_M008.wav,angry,0,train
30,Ses01F_impro02_F000.wav,sad,3,train
1358,Ses01M_script01_1_M036.wav,frustrated,4,train
4123,Ses03F_script01_1_M029.wav,neutral,2,train
3810,Ses03F_impro04_M006.wav,neutral,2,train
3339,Ses02M_script02_1_M003.wav,happy,1,train
1199,Ses01M_impro06_M021.wav,sad,3,train
8999,Ses05M_impro01_F002.wav,neutral,2,train
2944,Ses02M_impro05_M021.wav,frustrated,4,train
7482,Ses04M_script01_2_M011.wav,frustrated,4,train
9073,Ses05M_impro02_M004.wav,sad,3,train
3521,Ses02M_script03_1_M016.wav,sad,3,train
5853,Ses04F_impro02_M013.wav,frustrated,4,train
8540,Ses05F_script01_1_F020.wav,frustrated,4,train
9122,Ses05M_impro03_F020.wav,happy,1,train
6840,Ses04F_script03_2_M015.wav,angry,0,train
3880,Ses03F_impro06_F022.wav,sad,3,train
952,Ses01M_impro02_M004.wav,frustrated,4,train
844,Ses01F_script03_2_M024.wav,angry,0,train
1377,Ses01M_script01_2_F012.wav,angry,0,train
7986,Ses05F_impro02_M029.wav,sad,3,train
5613,Ses03M_script03_1_F011.wav,happy,1,train
